Removed Pin From Net: NetName=+12V Pin=C22-1
Removed Pin From Net: NetName=GND Pin=C22-2
Removed Pin From Net: NetName=+12V Pin=C23-1
Removed Pin From Net: NetName=GND Pin=C23-2
Removed Pin From Net: NetName=GND Pin=C24-1
Removed Pin From Net: NetName=GND Pin=C25-1
Removed Pin From Net: NetName=DVDD Pin=C25-2
Removed Pin From Net: NetName=+12V Pin=C26-2
Removed Pin From Net: NetName=+12V Pin=Q1-2
Removed Pin From Net: NetName=+12V Pin=Q1-11
Removed Pin From Net: NetName=+12V Pin=Q1-15
Removed Pin From Net: NetName=GND Pin=R16-1
Removed Pin From Net: NetName=+3V3 Pin=R17-2
Removed Pin From Net: NetName=GND Pin=R19-2
Removed Pin From Net: NetName=GND Pin=R20-1
Removed Pin From Net: NetName=GND Pin=R21-1
Removed Pin From Net: NetName=DVDD Pin=R22-2
Removed Pin From Net: NetName=DVDD Pin=R23-2
Removed Pin From Net: NetName=+12V Pin=U3-1
Removed Pin From Net: NetName=GND Pin=U3-5
Removed Pin From Net: NetName=DVDD Pin=U3-8
Removed Pin From Net: NetName=GND Pin=U3-16
Removed Pin From Net: NetName=GND Pin=U3-20
Removed Pin From Net: NetName=GND Pin=U3-25
Removed Member From Class: ClassName=[4]-Ethernet_PHY Member=R47
Removed Member From Class: ClassName=50OHM SINGLE-ENDED Member=NetR8_2
Removed Member From Class: ClassName=50OHM SINGLE-ENDED Member=NetR47_2
Change Component Designator: OldDesignator=C28 NewDesignator=C22
Change Component Designator: OldDesignator=C29 NewDesignator=C23
Change Component Designator: OldDesignator=C30 NewDesignator=C24
Change Component Designator: OldDesignator=C31 NewDesignator=C25
Change Component Designator: OldDesignator=C32 NewDesignator=C26
Change Component Designator: OldDesignator=C33 NewDesignator=C27
Change Component Designator: OldDesignator=C34 NewDesignator=C28
Change Component Designator: OldDesignator=C35 NewDesignator=C29
Change Component Designator: OldDesignator=C36 NewDesignator=C30
Change Component Designator: OldDesignator=C37 NewDesignator=C31
Change Component Designator: OldDesignator=C38 NewDesignator=C32
Change Component Designator: OldDesignator=C39 NewDesignator=C33
Change Component Designator: OldDesignator=C40 NewDesignator=C34
Change Component Designator: OldDesignator=C41 NewDesignator=C35
Change Component Designator: OldDesignator=C42 NewDesignator=C36
Change Component Designator: OldDesignator=C43 NewDesignator=C37
Change Component Designator: OldDesignator=C44 NewDesignator=C38
Change Component Designator: OldDesignator=C45 NewDesignator=C39
Change Component Designator: OldDesignator=C46 NewDesignator=C40
Change Component Designator: OldDesignator=C47 NewDesignator=C41
Change Component Designator: OldDesignator=C48 NewDesignator=C42
Change Component Designator: OldDesignator=C49 NewDesignator=C43
Change Component Designator: OldDesignator=C50 NewDesignator=C44
Change Component Designator: OldDesignator=C51 NewDesignator=C45
Change Component Designator: OldDesignator=C52 NewDesignator=C46
Change Component Designator: OldDesignator=C53 NewDesignator=C47
Change Component Designator: OldDesignator=C54 NewDesignator=C48
Change Component Designator: OldDesignator=C55 NewDesignator=C49
Change Component Designator: OldDesignator=C56 NewDesignator=C50
Change Component Designator: OldDesignator=C57 NewDesignator=C51
Change Component Designator: OldDesignator=C58 NewDesignator=C52
Change Component Designator: OldDesignator=C59 NewDesignator=C53
Change Component Designator: OldDesignator=C60 NewDesignator=C54
Change Component Designator: OldDesignator=C61 NewDesignator=C55
Change Component Designator: OldDesignator=C62 NewDesignator=C56
Change Component Designator: OldDesignator=C63 NewDesignator=C57
Change Component Designator: OldDesignator=C64 NewDesignator=C58
Change Component Designator: OldDesignator=C65 NewDesignator=C59
Change Component Designator: OldDesignator=C66 NewDesignator=C60
Change Component Designator: OldDesignator=C67 NewDesignator=C61
Change Component Designator: OldDesignator=C68 NewDesignator=C62
Change Component Designator: OldDesignator=C69 NewDesignator=C63
Change Component Designator: OldDesignator=C70 NewDesignator=C64
Change Component Designator: OldDesignator=C71 NewDesignator=C65
Change Component Designator: OldDesignator=C72 NewDesignator=C66
Change Component Designator: OldDesignator=C73 NewDesignator=C67
Change Component Designator: OldDesignator=C74 NewDesignator=C68
Change Component Designator: OldDesignator=C75 NewDesignator=C69
Change Component Designator: OldDesignator=C76 NewDesignator=C70
Change Component Designator: OldDesignator=C79 NewDesignator=C71
Change Component Designator: OldDesignator=C80 NewDesignator=C72
Change Component Designator: OldDesignator=C81 NewDesignator=C73
Change Component Designator: OldDesignator=C82 NewDesignator=C74
Change Component Designator: OldDesignator=C83 NewDesignator=C75
Change Component Designator: OldDesignator=C84 NewDesignator=C76
Change Component Designator: OldDesignator=C85 NewDesignator=C77
Change Component Designator: OldDesignator=C86 NewDesignator=C78
Change Component Designator: OldDesignator=C87 NewDesignator=C79
Change Component Designator: OldDesignator=C88 NewDesignator=C80
Change Component Designator: OldDesignator=C89 NewDesignator=C81
Change Component Designator: OldDesignator=C90 NewDesignator=C82
Change Component Designator: OldDesignator=J5 NewDesignator=J4
Change Component Designator: OldDesignator=J6 NewDesignator=J5
Change Component Designator: OldDesignator=J7 NewDesignator=J6
Change Component Designator: OldDesignator=J8 NewDesignator=J7
Change Component Designator: OldDesignator=J9 NewDesignator=J8
Change Component Designator: OldDesignator=J10 NewDesignator=J9
Change Component Designator: OldDesignator=J11 NewDesignator=J10
Change Component Designator: OldDesignator=J12 NewDesignator=J11
Change Component Designator: OldDesignator=J13 NewDesignator=J12
Change Component Designator: OldDesignator=Q2 NewDesignator=Q1
Change Component Designator: OldDesignator=R5 NewDesignator=R6
Change Component Designator: OldDesignator=R6 NewDesignator=R7
Change Component Designator: OldDesignator=R7 NewDesignator=R8
Change Component Designator: OldDesignator=R8 NewDesignator=R9
Change Component Designator: OldDesignator=R9 NewDesignator=R10
Change Component Designator: OldDesignator=R10 NewDesignator=R11
Change Component Designator: OldDesignator=R11 NewDesignator=R12
Change Component Designator: OldDesignator=R24 NewDesignator=R13
Change Component Designator: OldDesignator=R25 NewDesignator=R14
Change Component Designator: OldDesignator=R26 NewDesignator=R15
Change Component Designator: OldDesignator=R27 NewDesignator=R16
Change Component Designator: OldDesignator=R28 NewDesignator=R17
Change Component Designator: OldDesignator=R29 NewDesignator=R18
Change Component Designator: OldDesignator=R30 NewDesignator=R19
Change Component Designator: OldDesignator=R31 NewDesignator=R20
Change Component Designator: OldDesignator=R32 NewDesignator=R21
